wavelength,patch1,patch2,patch3,patch4,patch5,patch6,patch7,patch8,patch9,patch10,patch11,patch12,patch13,patch14,patch15,patch16,patch17,patch18,patch19,patch20,patch21,patch22,patch23,patch24,patch25,patch26,patch27,patch28,patch29,patch30,patch31,patch32,patch33,patch34,patch35,patch36,patch37,patch38,patch39,patch40,patch41,patch42,patch43,patch44,patch45,patch46,patch47,patch48,patch49,patch50,patch51,patch52,patch53,patch54,patch55,patch56,patch57,patch58,patch59,patch60,patch61,patch62,patch63,patch64,patch65,patch66,patch67,patch68,patch69,patch70,patch71,patch72,patch73,patch74,patch75,patch76,patch77,patch78,patch79,patch80,patch81,patch82,patch83,patch84,patch85,patch86,patch87,patch88,patch89,patch90,patch91,patch92,patch93,patch94,patch95,patch96,patch97,patch98,patch99,patch100,patch101,patch102,patch103,patch104,patch105,patch106,patch107,patch108,patch109,patch110,patch111,patch112,patch113,patch114,patch115,patch116,patch117,patch118,patch119,patch120,patch121,patch122,patch123,patch124,patch125,patch126,patch127,patch128,patch129,patch130,patch131,patch132,patch133,patch134,patch135,patch136,patch137,patch138,patch139,patch140,patch141,patch142,patch143,patch144,patch145,patch146,patch147,patch148,patch149,patch150,patch151,patch152,patch153,patch154,patch155,patch156,patch157,patch158,patch159,patch160,patch161,patch162,patch163,patch164,patch165,patch166,patch167,patch168,patch169,patch170,patch171,patch172,patch173,patch174,patch175,patch176,patch177,patch178,patch179,patch180,patch181,patch182,patch183,patch184,patch185,patch186,patch187,patch188,patch189,patch190
430.0,0.0195,0.0889,0.7686,0.1995,0.576,0.4217,0.2919,0.1929,0.1118,0.0648,0.0307,0.1159,0.0733,0.1864,0.0733,0.0444,0.2788,0.1719,0.029,0.1585,0.3459,0.144,0.0364,0.0789,0.1934,0.0511,0.0396,0.0493,0.1168,0.0234,0.0558,0.2642,0.082,0.0357,0.0288,0.0965,0.0203,0.0507,0.0184,0.0342,0.1652,0.0601,0.3255,0.0399,0.1206,0.0856,0.0128,0.0991,0.0264,0.0369,0.043,0.089,0.0108,0.3001,0.123,0.0107,0.0639,0.0626,0.044,0.166,0.1111,0.135,0.1569,0.0222,0.052,0.125,0.4894,0.4248,0.0612,0.0683,0.0641,0.2028,0.1157,0.063,0.058,0.0419,0.2016,0.057,0.0252,0.0184,0.0299,0.059,0.0415,0.0462,0.1007,0.0283,0.0308,0.0322,0.0344,0.0439,0.0263,0.0189,0.0185,0.2296,0.0853,0.0563,0.0483,0.0659,0.1897,0.0536,0.0139,0.0262,0.0786,0.055,0.0173,0.138,0.1612,0.0353,0.1127,0.1735,0.075,0.0457,0.2015,0.4683,0.0573,0.2925,0.4964,0.0499,0.2547,0.1685,0.3389,0.3522,0.1276,0.2416,0.567,0.1689,0.2052,0.5921,0.343,0.4725,0.2833,0.5079,0.2942,0.1479,0.6157,0.241,0.3639,0.0876,0.4249,0.7439,0.4305,0.218,0.2779,0.2746,0.545,0.4607,0.6468,0.0975,0.2298,0.3434,0.6549,0.2986,0.3699,0.453,0.263,0.5761,0.2992,0.4358,0.7282,0.3823,0.6973,0.4191,0.5877,0.1871,0.7467,0.0408,0.3529,0.1969,0.4115,0.4628,0.5003,0.231,0.2551,0.5498,0.494,0.6598,0.198,0.614,0.3362,0.6882,0.1243,0.351,0.5214,0.4959,0.4676,0.3758,0.1284,0.5444,0.1813,0.456
435.0,0.019131331,0.089298344,0.773441104,0.1995,0.579701938,0.423187404,0.293217942,0.193700178,0.112346993,0.065161735,0.030729322,0.115488912,0.073208609,0.187455738,0.07330792,0.045038861,0.289429219,0.179397674,0.02918834,0.15814379,0.343469963,0.142521154,0.036577823,0.06551133,0.191370039,0.051308034,0.03950041,0.049299672,0.109585655,0.024755517,0.054637406,0.261844788,0.081494021,0.032162354,0.024287633,0.09525136,0.019299903,0.050618995,0.017931292,0.034393529,0.162432144,0.058130909,0.328677124,0.03678764,0.119548461,0.085108292,0.012418863,0.096822987,0.025781132,0.037287436,0.042687637,0.089251423,0.010499996,0.295859238,0.123377529,0.010487498,0.063899932,0.062858501,0.044406109,0.170550625,0.114116781,0.134156079,0.157810463,0.02163755,0.048902946,0.125295082,0.490097699,0.42450487,0.062618588,0.066530612,0.063929032,0.196809169,0.113100065,0.06318124,0.060502256,0.04216124,0.19583612,0.053960178,0.025211661,0.020106385,0.03001074,0.060189005,0.041742276,0.04645387,0.101142888,0.028018744,0.030711462,0.032537429,0.035062351,0.044537125,0.025306674,0.018213138,0.017738059,0.224710217,0.081983472,0.058296876,0.049141817,0.066201747,0.190261589,0.053855708,0.013899766,0.027638965,0.080287866,0.056751769,0.017312275,0.142380205,0.156129159,0.036643628,0.11531298,0.173964459,0.074034734,0.045435203,0.211573173,0.463356462,0.057254647,0.299936988,0.506761169,0.049918828,0.255065295,0.168764137,0.345630803,0.372834749,0.142550218,0.25647151,0.571110082,0.166893228,0.215713252,0.599912872,0.348771266,0.469921955,0.2986998,0.51711273,0.313552121,0.151331018,0.62256767,0.242126748,0.399577476,0.095590762,0.427787923,0.747912046,0.448671368,0.220521635,0.298905942,0.262253983,0.551618045,0.479211822,0.659831005,0.097036054,0.222138753,0.334796151,0.656662624,0.307795043,0.378626102,0.438739521,0.283781994,0.580239974,0.308921708,0.434210345,0.732693767,0.36623325,0.707936499,0.404336294,0.603568003,0.187061115,0.759513635,0.0399097,0.340847564,0.185087385,0.420367333,0.448729136,0.511716869,0.220265177,0.250333252,0.564694611,0.485101449,0.657665322,0.194498015,0.625373577,0.328006742,0.699191668,0.114302041,0.343917035,0.51201972,0.500239117,0.462103354,0.380428418,0.113484993,0.549119277,0.17560683,0.459258444
440.0,0.019,0.0898,0.7776,0.1995,0.583,0.4247,0.2944,0.1946,0.113,0.0656,0.0308,0.1153,0.0732,0.1887,0.0734,0.0459,0.3053,0.188,0.0294,0.1554,0.3413,0.1419,0.0366,0.0541,0.1898,0.0514,0.0394,0.0493,0.1002,0.0257,0.0533,0.2599,0.0812,0.0293,0.0209,0.0942,0.0184,0.0506,0.0175,0.0346,0.1584,0.0568,0.3321,0.0344,0.1188,0.0848,0.0121,0.0957,0.0256,0.0377,0.0425,0.0897,0.0104,0.2924,0.124,0.0104,0.0639,0.0632,0.0448,0.175,0.1157,0.134,0.1601,0.0211,0.0445,0.126,0.491,0.4246,0.0645,0.0651,0.0639,0.1927,0.1116,0.064,0.0637,0.0425,0.192,0.0525,0.0253,0.0216,0.0303,0.062,0.042,0.0468,0.1019,0.0279,0.0307,0.0327,0.0357,0.0451,0.0249,0.0179,0.0174,0.222,0.0804,0.0609,0.0501,0.0669,0.1913,0.0551,0.0139,0.0294,0.0823,0.059,0.0174,0.148,0.154,0.0383,0.1183,0.1742,0.0736,0.0454,0.2228,0.4619,0.0573,0.3085,0.5152,0.0501,0.2564,0.1707,0.3539,0.393,0.1589,0.2719,0.5764,0.1648,0.2281,0.6075,0.355,0.4687,0.3154,0.5264,0.333,0.155,0.6284,0.2455,0.4331,0.1042,0.4286,0.7517,0.4694,0.223,0.3248,0.2506,0.558,0.4863,0.6675,0.0962,0.2127,0.3256,0.6558,0.3152,0.3879,0.4232,0.301,0.5829,0.3141,0.4313,0.7363,0.347,0.7135,0.3852,0.6096,0.186,0.7623,0.0388,0.3212,0.172,0.4254,0.4321,0.5188,0.2081,0.2451,0.5733,0.474,0.6551,0.19,0.6298,0.3177,0.701,0.1025,0.3346,0.4991,0.5005,0.4565,0.3841,0.1003,0.5527,0.1655,0.4588
445.0,0.018999914,0.090269588,0.781114607,0.1995,0.585900496,0.425970199,0.29558831,0.195362023,0.11348057,0.065952031,0.030852016,0.11541604,0.073301664,0.190063657,0.07360416,0.046957465,0.321056272,0.196712963,0.029730919,0.148509048,0.338672667,0.141633203,0.036330601,0.04468142,0.187577738,0.050961621,0.03919993,0.049288091,0.089902735,0.025789369,0.051719117,0.257785122,0.080676328,0.026912661,0.018368846,0.093007849,0.017675005,0.050599588,0.017124943,0.034856347,0.155620813,0.055920127,0.335659029,0.032512699,0.117882644,0.084363277,0.011775112,0.096271377,0.025962677,0.038093789,0.04255656,0.090242844,0.010449981,0.290308047,0.124501434,0.010449962,0.064037449,0.063502985,0.045256217,0.179577277,0.114431581,0.136000325,0.165531823,0.020656247,0.042386607,0.127811897,0.492681778,0.425243039,0.066994234,0.064169928,0.063989622,0.191548042,0.111659688,0.06566299,0.067622231,0.042987935,0.191167731,0.05251426,0.026031896,0.022874993,0.031037355,0.065310825,0.042302263,0.04704791,0.103929673,0.027999931,0.031249911,0.03270014,0.036737374,0.04603109,0.02493629,0.017980291,0.017398612,0.222057087,0.08054238,0.064301592,0.051024925,0.069166909,0.192805248,0.057519558,0.014331477,0.031665455,0.084430026,0.062141349,0.017743984,0.155529469,0.155148307,0.040343853,0.121496605,0.174418786,0.07428796,0.046220459,0.235093151,0.465984213,0.058774866,0.318093486,0.523922653,0.051241745,0.259147303,0.174807578,0.364068706,0.411877844,0.17662893,0.286576586,0.583896319,0.162917393,0.242406236,0.616300908,0.361320768,0.470743472,0.331883753,0.535545629,0.350566269,0.158715868,0.633454146,0.251303436,0.457381086,0.112877678,0.427211129,0.754862945,0.491347501,0.225871206,0.354879563,0.24013315,0.56492007,0.484616317,0.667513085,0.095230136,0.201950821,0.316531188,0.650605531,0.320145586,0.398786009,0.404618863,0.309299173,0.583764076,0.314199011,0.427351951,0.739059303,0.32663226,0.711983357,0.362564518,0.602740288,0.182490877,0.753785206,0.037376536,0.300827566,0.159231605,0.424296596,0.414052353,0.518915601,0.191343262,0.239492659,0.573631008,0.462248139,0.652040048,0.185063629,0.622894822,0.30613921,0.69086343,0.090222986,0.323387357,0.482670941,0.491961731,0.450047358,0.38675832,0.088720072,0.555128662,0.154838416,0.45464276
450.0,0.019,0.0905,0.7837,0.1995,0.5881,0.4268,0.2964,0.1958,0.1137,0.0661,0.0309,0.1157,0.0735,0.1915,0.0739,0.0482,0.3361,0.2055,0.0301,0.1383,0.3359,0.1409,0.0358,0.037,0.1854,0.0502,0.039,0.0492,0.0793,0.0258,0.0499,0.2557,0.0802,0.0249,0.0165,0.0918,0.017,0.0506,0.0168,0.0351,0.1542,0.0556,0.3392,0.0311,0.1171,0.0841,0.0116,0.0973,0.0269,0.0385,0.0427,0.0909,0.0106,0.2896,0.125,0.0106,0.065,0.0638,0.0457,0.184,0.1132,0.14,0.1724,0.0203,0.0416,0.13,0.4948,0.4259,0.0702,0.0638,0.0643,0.1915,0.1125,0.0681,0.0729,0.0435,0.1912,0.0527,0.0277,0.0239,0.0319,0.07,0.0426,0.0473,0.1062,0.0281,0.0318,0.0327,0.0377,0.0469,0.0252,0.0183,0.0174,0.2235,0.0817,0.0689,0.0525,0.0729,0.1949,0.0615,0.0154,0.0347,0.0872,0.066,0.0185,0.165,0.1622,0.0427,0.1257,0.1745,0.076,0.0483,0.2485,0.4784,0.0628,0.3309,0.5333,0.054,0.2635,0.182,0.3759,0.4301,0.1969,0.3013,0.5942,0.1617,0.2597,0.6259,0.369,0.4772,0.3493,0.5438,0.3636,0.1623,0.6378,0.2588,0.4739,0.12,0.4239,0.7566,0.5094,0.228,0.3825,0.2305,0.57,0.478,0.6614,0.094,0.1905,0.3074,0.6424,0.3207,0.4049,0.387,0.311,0.5812,0.3112,0.4223,0.74,0.306,0.7047,0.339,0.5849,0.1768,0.737,0.0357,0.279,0.1469,0.4174,0.3942,0.5138,0.1758,0.2336,0.5662,0.45,0.6482,0.18,0.6048,0.2935,0.6725,0.0784,0.3109,0.4648,0.474,0.4433,0.3879,0.0786,0.5561,0.1428,0.4469
455.0,0.019000045,0.090334664,0.785235257,0.1995,0.589417677,0.427084454,0.296525667,0.195802799,0.11364301,0.065979418,0.030962609,0.11593112,0.073634119,0.192889537,0.074145529,0.049623181,0.348170312,0.214196145,0.030430948,0.124914919,0.333194945,0.137614065,0.035136912,0.030875052,0.183511002,0.049518672,0.038899875,0.048824734,0.06926622,0.024949217,0.047756264,0.253458805,0.079929985,0.023075013,0.015000012,0.090573106,0.016256296,0.050699934,0.016543798,0.035256322,0.154297802,0.055623415,0.342576548,0.029937814,0.116718945,0.084161711,0.011674785,0.098241369,0.028262411,0.038937559,0.042823564,0.091568557,0.010843794,0.291050583,0.125503442,0.010850049,0.067430232,0.064112145,0.046050401,0.187925554,0.116666188,0.145612751,0.179430263,0.020024958,0.047993952,0.131833583,0.496749521,0.426008344,0.074101661,0.063809946,0.064685655,0.19488266,0.114950406,0.071083628,0.080306796,0.04389468,0.195213672,0.054805877,0.029956401,0.024606321,0.032644026,0.076065071,0.04280859,0.047570917,0.107933222,0.028037624,0.031801275,0.032768669,0.0381826,0.047337885,0.026094454,0.018944319,0.017919672,0.228123598,0.085251268,0.075212397,0.054901791,0.078034418,0.197349554,0.067287911,0.016750166,0.039021204,0.090704349,0.070296484,0.019556412,0.17627968,0.177195649,0.045287253,0.131596817,0.173963739,0.078659366,0.051349387,0.262920276,0.499958587,0.068788124,0.349095252,0.543780118,0.058217624,0.270054314,0.193387275,0.389022141,0.448363363,0.221210953,0.316627297,0.608218367,0.161421717,0.281194022,0.636095757,0.379275832,0.488852732,0.368749287,0.550623093,0.370049538,0.165558958,0.641538819,0.267487787,0.484300657,0.123375924,0.41901676,0.75642068,0.518827962,0.228236271,0.400591185,0.221369199,0.570808156,0.466701587,0.651591519,0.092449946,0.178953579,0.297762526,0.632707884,0.314479067,0.40015662,0.374698244,0.302168395,0.574112527,0.3041448,0.416221041,0.738443715,0.28643315,0.692571223,0.317449154,0.55931027,0.169906465,0.71595595,0.033768563,0.256725895,0.135780423,0.402882603,0.371992093,0.501457478,0.167944452,0.22751119,0.550537261,0.437551348,0.643572257,0.175198859,0.576560619,0.280037309,0.651524485,0.068526751,0.297761673,0.447659664,0.449280614,0.436738679,0.387058202,0.069755618,0.555363523,0.129739847,0.436794601
460.0,0.019,0.0899,0.7861,0.1995,0.5903,0.427,0.2964,0.1955,0.1134,0.0657,0.031,0.1167,0.0741,0.1945,0.0748,0.0512,0.3582,0.2224,0.0308,0.1104,0.3312,0.135,0.0345,0.0261,0.1824,0.0488,0.0388,0.0482,0.0602,0.0235,0.0455,0.2522,0.0798,0.0215,0.0139,0.0895,0.0155,0.0508,0.0163,0.0354,0.1552,0.0558,0.3458,0.0294,0.1167,0.0844,0.012,0.0993,0.0302,0.0394,0.0433,0.0926,0.0112,0.2928,0.126,0.0112,0.0709,0.0645,0.0464,0.192,0.1241,0.15,0.187,0.0199,0.055,0.134,0.5009,0.4261,0.0792,0.0639,0.0657,0.2005,0.1182,0.0753,0.0894,0.0443,0.2017,0.0582,0.0334,0.0251,0.0333,0.084,0.0431,0.048,0.1093,0.0279,0.0318,0.0329,0.0384,0.0476,0.0273,0.0198,0.0189,0.2343,0.0899,0.083,0.0587,0.084,0.2015,0.0755,0.019,0.044,0.0963,0.076,0.0213,0.191,0.2015,0.0482,0.1394,0.1731,0.0817,0.0555,0.2789,0.5317,0.0784,0.372,0.5561,0.0643,0.2771,0.2086,0.4069,0.466,0.2481,0.3332,0.6252,0.1614,0.307,0.6466,0.391,0.5042,0.3883,0.5569,0.3727,0.1688,0.6448,0.2767,0.4912,0.1242,0.4133,0.7554,0.522,0.227,0.4089,0.2124,0.568,0.4528,0.6406,0.0907,0.1678,0.2867,0.6209,0.3028,0.3879,0.3646,0.285,0.5649,0.2935,0.4099,0.7358,0.2682,0.6767,0.2971,0.5318,0.1613,0.6951,0.0317,0.2347,0.125,0.3837,0.3502,0.4842,0.1622,0.2212,0.5282,0.424,0.6394,0.17,0.5413,0.2664,0.6322,0.0601,0.2844,0.4307,0.4198,0.4313,0.3848,0.0622,0.5531,0.1158,0.4239
465.0,0.018999896,0.089388582,0.786737739,0.1995,0.591236639,0.426800421,0.296485162,0.19508303,0.113096596,0.065404509,0.030969127,0.118320974,0.075053988,0.196424276,0.076139259,0.05292068,0.366527812,0.229752819,0.031293679,0.096803513,0.330562533,0.13501573,0.03425027,0.022500094,0.182246577,0.04799967,0.038625087,0.047443855,0.052917541,0.022224831,0.04331859,0.252794366,0.079746098,0.020206234,0.013200012,0.088932766,0.014731261,0.05075704,0.015987498,0.035593603,0.157695896,0.056400567,0.348893963,0.029505814,0.11743213,0.084935099,0.012675029,0.10083789,0.032943381,0.039856288,0.044328969,0.094249477,0.011568882,0.29318531,0.12631526,0.011562813,0.074953791,0.065013389,0.04676244,0.196934013,0.13589798,0.150917406,0.195807272,0.0199502,0.055728952,0.136943513,0.509382541,0.426630563,0.085805799,0.064501462,0.067381909,0.204335293,0.120884402,0.081118895,0.099297273,0.04479969,0.205839901,0.060528217,0.03844382,0.025449968,0.033749995,0.094197486,0.043611078,0.048689244,0.110137774,0.027693731,0.031418288,0.0330813,0.038480321,0.047825805,0.02808327,0.02056514,0.019688874,0.238976557,0.093411362,0.091620014,0.06378105,0.08982603,0.208042959,0.086792099,0.022444093,0.04896236,0.105110459,0.084260888,0.023925446,0.21119656,0.238118906,0.051606165,0.149347703,0.172480391,0.084114475,0.060949094,0.297236113,0.575255107,0.093616841,0.399048358,0.570912135,0.072662441,0.282317456,0.227763435,0.433278044,0.482011802,0.276417794,0.35192652,0.644774048,0.161473422,0.33759717,0.657197311,0.402706146,0.522126659,0.405781265,0.563341261,0.374572468,0.172349361,0.647742008,0.285892382,0.496531028,0.121772844,0.407661851,0.754491469,0.521949372,0.224931506,0.408316398,0.203149464,0.562713605,0.438204487,0.630423306,0.088859613,0.157879349,0.273499571,0.606163167,0.287494063,0.372649714,0.354590102,0.264530161,0.555669175,0.279972883,0.403984791,0.733299005,0.252223534,0.657991283,0.278094006,0.507351716,0.150279073,0.677953136,0.029593524,0.213877045,0.113318816,0.36229593,0.331974482,0.464534586,0.154770764,0.214551761,0.500484392,0.408351296,0.636638813,0.163722003,0.502006684,0.253480248,0.618786408,0.053295136,0.271527802,0.413677022,0.388048618,0.428465888,0.381430216,0.05605021,0.549417771,0.101006592,0.408132214
470.0,0.019,0.089,0.7874,0.1995,0.5923,0.4268,0.2967,0.1948,0.1129,0.0652,0.0309,0.1216,0.0774,0.1994,0.0787,0.0547,0.3733,0.2356,0.0318,0.0842,0.3298,0.135,0.0339,0.0198,0.1818,0.0473,0.0384,0.0466,0.047,0.021,0.0412,0.2534,0.0795,0.0191,0.0127,0.0882,0.014,0.0505,0.0157,0.0358,0.1611,0.0575,0.3514,0.0298,0.1181,0.0853,0.0136,0.1018,0.0361,0.0404,0.0468,0.0968,0.0123,0.2943,0.127,0.0122,0.0799,0.0658,0.0473,0.202,0.144,0.151,0.2034,0.02,0.0558,0.141,0.5233,0.427,0.0945,0.0656,0.0712,0.2104,0.1246,0.0893,0.1122,0.0454,0.2122,0.0643,0.0453,0.0257,0.0342,0.107,0.0444,0.0498,0.1107,0.0275,0.0309,0.0332,0.0385,0.048,0.0295,0.0219,0.0211,0.2459,0.0984,0.103,0.0726,0.0969,0.2195,0.1013,0.0277,0.0545,0.1183,0.094,0.0279,0.235,0.2838,0.0552,0.1628,0.1718,0.0873,0.0672,0.3169,0.6281,0.1128,0.4338,0.5862,0.0831,0.2887,0.2503,0.464,0.4948,0.3041,0.3714,0.6652,0.1619,0.3698,0.667,0.413,0.5406,0.4206,0.5685,0.3753,0.1755,0.6503,0.2941,0.4977,0.1172,0.4016,0.7526,0.5181,0.222,0.4005,0.1944,0.555,0.4222,0.6208,0.0869,0.1485,0.2613,0.5894,0.2664,0.3549,0.3433,0.242,0.5436,0.2627,0.3966,0.7293,0.2373,0.6356,0.2593,0.4819,0.1386,0.6631,0.0275,0.1943,0.1029,0.3382,0.3144,0.4422,0.1458,0.2072,0.4673,0.392,0.6331,0.157,0.4594,0.2405,0.6081,0.0475,0.2584,0.3957,0.3548,0.4246,0.3768,0.0508,0.5439,0.0861,0.3898
475.0,0.019168782,0.088872867,0.788284629,0.1995,0.593458925,0.427229622,0.296857822,0.194839685,0.112932895,0.065140619,0.030829114,0.127477237,0.081901839,0.204355883,0.08322284,0.056484293,0.378533148,0.238721559,0.032201424,0.073361333,0.327457569,0.131604093,0.032906424,0.017681309,0.178734988,0.046956259,0.038131386,0.045706127,0.042387809,0.019968749,0.039174998,0.251955171,0.078013664,0.018100029,0.012162525,0.086560073,0.013343697,0.049695675,0.015531213,0.035994029,0.164765844,0.059049948,0.352500208,0.03023764,0.117364148,0.084679446,0.014687484,0.100550408,0.039499828,0.041106301,0.051407746,0.100700115,0.013101679,0.298393625,0.128554065,0.01285233,0.085943431,0.067026817,0.048162638,0.206506908,0.143307967,0.150987158,0.206018484,0.01974982,0.053071782,0.146430072,0.544173412,0.426385192,0.105914884,0.066831534,0.078081489,0.219603698,0.129804393,0.100714441,0.130072152,0.046100983,0.221907959,0.069254869,0.054286693,0.02589382,0.034750506,0.12258271,0.045542573,0.051563107,0.11100843,0.02741861,0.03073087,0.033150013,0.03851904,0.048089094,0.031494057,0.023503279,0.022673651,0.256327722,0.104675644,0.119016388,0.088020958,0.106745207,0.238461202,0.119515902,0.035157654,0.060238453,0.137763189,0.104318862,0.033396142,0.26096985,0.338183782,0.058669401,0.181595604,0.170820635,0.091573134,0.073998592,0.337308786,0.688693747,0.135732009,0.480559882,0.599669142,0.095498692,0.297672942,0.275873553,0.494903923,0.50273224,0.328800784,0.390444204,0.684720414,0.162810396,0.40011815,0.675017392,0.420691101,0.557330191,0.432186219,0.571019555,0.37389527,0.177573114,0.652547193,0.300690169,0.491381638,0.112152142,0.394732123,0.748513296,0.509407071,0.218038669,0.387013386,0.18695662,0.544714257,0.404295701,0.610885436,0.084856066,0.139103154,0.253270436,0.571889709,0.237270977,0.334192371,0.328436305,0.21984073,0.525643797,0.240395399,0.385916277,0.721902733,0.222374652,0.608637429,0.238744072,0.451038907,0.127851177,0.648507415,0.025493485,0.176249905,0.096392201,0.311174092,0.294815327,0.417370434,0.133775708,0.198869613,0.428278112,0.376184186,0.626526795,0.150342828,0.414073799,0.226666248,0.597084638,0.04199424,0.24416462,0.375245163,0.321019661,0.415994032,0.370594402,0.045937983,0.536035881,0.071628709,0.369088079
480.0,0.0195,0.0889,0.7895,0.1995,0.5946,0.4279,0.2969,0.1951,0.1131,0.0651,0.0308,0.1358,0.0888,0.2106,0.0893,0.0581,0.3829,0.2412,0.0326,0.0641,0.3233,0.1259,0.0318,0.0161,0.1732,0.0467,0.0378,0.0449,0.0388,0.0191,0.0373,0.2482,0.0758,0.0172,0.0117,0.0846,0.0128,0.0491,0.0154,0.0362,0.1685,0.061,0.354,0.0309,0.1156,0.0835,0.016,0.0993,0.0427,0.042,0.0584,0.1056,0.0158,0.3092,0.131,0.015,0.093,0.0686,0.0494,0.211,0.1423,0.151,0.2087,0.0195,0.0504,0.154,0.5721,0.4253,0.1202,0.0685,0.0898,0.2385,0.1394,0.1154,0.1528,0.047,0.2418,0.0815,0.0655,0.0261,0.0356,0.1419,0.0471,0.0538,0.1118,0.0274,0.0307,0.0331,0.0386,0.0483,0.0367,0.028,0.0276,0.2766,0.1189,0.1392,0.1087,0.1179,0.2659,0.141,0.0458,0.0689,0.1619,0.115,0.0415,0.288,0.3929,0.0622,0.2021,0.1699,0.1002,0.0808,0.3575,0.7492,0.1581,0.5316,0.61,0.11,0.3151,0.3038,0.525,0.5051,0.3491,0.4084,0.7029,0.1645,0.4259,0.6822,0.426,0.5728,0.4394,0.5721,0.3702,0.1792,0.6539,0.304,0.4796,0.1069,0.3874,0.7426,0.4967,0.213,0.369,0.1801,0.532,0.3855,0.5987,0.0826,0.1301,0.2483,0.5558,0.2056,0.3099,0.313,0.199,0.5029,0.216,0.3742,0.711,0.2079,0.5762,0.22,0.4155,0.1179,0.6322,0.0236,0.1598,0.0909,0.2822,0.2751,0.3898,0.1208,0.1912,0.3865,0.361,0.6176,0.144,0.368,0.2129,0.585,0.0373,0.23,0.3563,0.2877,0.404,0.3639,0.0416,0.5265,0.0582,0.3465
485.0,0.019912505,0.088936084,0.790897715,0.1995,0.595571374,0.428505882,0.296857265,0.195400513,0.113260512,0.064970412,0.030849653,0.147285282,0.099163007,0.217843055,0.09708588,0.059387209,0.387015838,0.244909248,0.03307901,0.056593299,0.31687273,0.120939982,0.03105595,0.014937518,0.165866645,0.046247309,0.037350067,0.044368314,0.035956375,0.018406211,0.035656113,0.241908925,0.073521812,0.016356254,0.01136249,0.082623122,0.01246878,0.049095212,0.015243809,0.036412152,0.171926943,0.063281139,0.357917175,0.031874845,0.112646605,0.081977647,0.017612271,0.100408313,0.045529048,0.042945961,0.068692802,0.111434583,0.020441339,0.329478005,0.134402889,0.019045345,0.101661411,0.070447271,0.050817843,0.21599606,0.145951986,0.15238292,0.214687287,0.019704826,0.060923651,0.164647741,0.607933421,0.424423265,0.137157794,0.070799396,0.108316813,0.273300852,0.156782576,0.134020562,0.179980109,0.047980806,0.278037476,0.103821377,0.079620966,0.026337608,0.03653255,0.165558854,0.049092249,0.056228467,0.113613657,0.027537814,0.030944315,0.03320652,0.038762256,0.0487046,0.046728385,0.036377599,0.036070741,0.312948452,0.145583933,0.163131175,0.13454748,0.128997781,0.304217545,0.166008342,0.060850958,0.083205559,0.189879974,0.125771131,0.053208609,0.314853784,0.439290378,0.065929134,0.220573896,0.169330718,0.116733546,0.087243337,0.376722122,0.801164787,0.175472246,0.57858002,0.616437665,0.127293362,0.347459451,0.333935412,0.552997031,0.501982539,0.363586094,0.42456429,0.719188658,0.167430788,0.444065623,0.689513416,0.429233355,0.587309879,0.441114122,0.572977888,0.364312821,0.180888163,0.654102883,0.303637684,0.46535825,0.102536666,0.379935785,0.735484933,0.481023106,0.206896207,0.347256668,0.173199077,0.517023232,0.366867705,0.582461941,0.080003546,0.121834488,0.245299051,0.543046391,0.176345245,0.281491013,0.299626005,0.181549813,0.476992721,0.191794049,0.36373721,0.697026465,0.194018028,0.537004154,0.206838368,0.375746435,0.109308192,0.612593001,0.021881199,0.145286636,0.083718492,0.25178626,0.256584665,0.358810106,0.108564658,0.185844876,0.344450849,0.346727161,0.607420755,0.138317575,0.322579903,0.199834031,0.571191846,0.033811744,0.216865743,0.343068629,0.255628413,0.388892012,0.357907201,0.03778127,0.515875433,0.046554405,0.322334282
